Left context	Center	Punct	Right context	Title	Author	Birthday	Header	Created	Sphere	Type	Topic	Publication	Publ_year	Medium	Ambiguity	Full context
Второй 	ринулся	 	сбоку.	Сергей Осипов. Страсти по Фоме. Книга первая. Изгой (1998)	Сергей Осипов		Страсти по Фоме. Книга первая. Изгой	1998	художественная	роман		Сергей Осипов. Страсти по Фоме	2003	книга	омонимия не снята	Второй ринулся сбоку.
Лоро 	ринулся	 	на своего заклятого противника (который, к	Сергей Осипов. Страсти по Фоме. Книга первая. Изгой (1998)	Сергей Осипов		Страсти по Фоме. Книга первая. Изгой	1998	художественная	роман		Сергей Осипов. Страсти по Фоме	2003	книга	омонимия не снята	Лоро ринулся на своего заклятого противника (который, к счастью для Лоро, не имел об этой заклятости ни малейшего представления и вышел на поединок в обычном своем благодушном и расслабленном состоянии), мечтая раздавить, покалечить, уничтожить, в конце концов.
знак, что готов и они снова 	ринулись	 	друг на друга.	Сергей Осипов. Страсти по Фоме. Книга третья. Книга Перемен (1998)	Сергей Осипов		Страсти по Фоме. Книга третья. Книга Перемен	1998	художественная	роман		Сергей Осипов. Страсти по Фоме	2003	книга	омонимия не снята	Поменяв копье, он подал знак, что готов и они снова ринулись друг на друга.
1948: 311] про глаголы perfectiva tantum 	ринуться	, 	отобедать, пробыть.	Е. В. Падучева. Опыт систематизации понятий и терминов русской аспектологии (1998)	Е. В. Падучева	1935	Опыт систематизации понятий и терминов русской аспектологии	1998	учебно-научная	статья	филология | наука и технологии	Е. В. Падучева. Статьи разных лет	2009	книга	омонимия не снята	Тривиальная семантическая имперфективация — это однозначно определенное семантическое соотношение и в классе глаголов немаркированного способа действия почти не имеет семантических ограничений: отсутствие у глагола СВ парного НСВ в тривиальном значении — это обычно вопрос формы, а не семантики: «Так, например, ничто не препятствует многократному повторению действий ‘ринуться’, ‘отобедать’, ‘пробыть’ или ‘возненавидеть’», пишет Маслов [1948: 311] про глаголы perfectiva tantum ринуться, отобедать, пробыть.
У глаголов очнуться, 	ринуться	 (	которые Маслов приводит как непарные) семантики	Е. В. Падучева. Опыт систематизации понятий и терминов русской аспектологии (1998)	Е. В. Падучева	1935	Опыт систематизации понятий и терминов русской аспектологии	1998	учебно-научная	статья	филология | наука и технологии	Е. В. Падучева. Статьи разных лет	2009	книга	омонимия не снята	У глаголов очнуться, ринуться (которые Маслов приводит как непарные) семантики маркированного сингулятива тоже нет, и их тривиальные имперфективы очинаться, ринаться в многократном значении могут возникнуть в речи, хотя и отсутствуют в нормативных словарях.
дух как следует перевести, как Белявский 	ринулся	 	рассуждать о прочитанном.	Борис Панкин. Жди меня // «Общая газета», 1998	Борис Панкин	1931	Жди меня	1998	публицистика	статья	искусство и культура	«Общая газета»	1998	газета	омонимия не снята	Не успел он еще и дух как следует перевести, как Белявский ринулся рассуждать о прочитанном.
и беженцы 	ринулись	 	к котлам.	Ирина Ратушинская. Одесситы (1998)	Ирина Ратушинская	1954	Одесситы	1998	художественная	роман		Ирина Ратушинская. Одесситы	1998	книга	омонимия не снята	и беженцы ринулись к котлам.
Иван Александрович первым делом 	ринулся	 	в кабинет.	Ирина Ратушинская. Одесситы (1998)	Ирина Ратушинская	1954	Одесситы	1998	художественная	роман		Ирина Ратушинская. Одесситы	1998	книга	омонимия не снята	Иван Александрович первым делом ринулся в кабинет.
окружение Лужкова московские острословы, с энтузиазмом 	ринулись	 	многие другие общественные объединения.	Лев Сигал. Столичный градоначальник двинулся в российские мэры // «Общая газета», 1998	Лев Сигал		Столичный градоначальник двинулся в российские мэры	1998	публицистика	заметка	политика и общественная жизнь	«Общая газета»	1998	газета	омонимия не снята	По ходу пьесы в «подкепочное пространство», как прозвали политическое окружение Лужкова московские острословы, с энтузиазмом ринулись многие другие общественные объединения.
своего зама Андрея Дохлова, а сам 	ринулся	 	завоевывать депутатский мандат и иммунитет.	Лев Сигал. У бабушки похитили любимых внучек // «Общая газета», 1998.02.04	Лев Сигал		У бабушки похитили любимых внучек	1998	публицистика	статья	бизнес, коммерция, экономика, финансы	«Общая газета»	1998.02.04	газета	омонимия не снята	На время тяжбы служители Фемиды предложили Виктору Осиповичу отправиться в отпуск, что он и сделал: оставил в качестве и. о. своего зама Андрея Дохлова, а сам ринулся завоевывать депутатский мандат и иммунитет.
на попавшейся под ногу игрушечной машинке, 	ринется	 	в тяжелые ароматы спальни, чтобы выключить	О. А. Славникова. Один в зеркале (1998)	О. А. Славникова	1957	Один в зеркале	1998	художественная	роман		О. А. Славникова, «Вальс с чудовищем», издательство «Вагриус», М., 2007	2007	книга	омонимия не снята	Вика, всхлипывая, коленями полезет на кровать и рухнет поперек, а Антонову останется пухлый, но короткий плюшевый диван сырых фиолетовых тонов, всю ночь терзающий ворсом сбитую простыню; наутро сквозь остатки сна раздастся отдаленное пиканье, и непрозревший Антонов, сумбурно ища ногами тапки, разъезжаясь вместо тапка на попавшейся под ногу игрушечной машинке, ринется в тяжелые ароматы спальни, чтобы выключить забытый под собственной подушкой электрический будильник.
пловчиха, очень плохо плывущая кролем, косолапо 	ринулась	 	в помятые заросли кустов.	О. А. Славникова. Один в зеркале (1998)	О. А. Славникова	1957	Один в зеркале	1998	художественная	роман		О. А. Славникова, «Вальс с чудовищем», издательство «Вагриус», М., 2007	2007	книга	омонимия не снята	Телевизионная репортерша, юная, будто пионервожатая, поначалу что-то воодушевленно декламировала в камеру, подрагивая от напряжения голыми коленками; но вдруг она бросила неосторожный взгляд на носилки, куда укладывали пострадавшего мужчину, увидала на его губах кровавый пузырь, шевелившийся, будто прикрытый пленкой чудовищный глаз, и, согнувшись от дурноты, судорожно выбрасываясь вперед, точно пловчиха, очень плохо плывущая кролем, косолапо ринулась в помятые заросли кустов.
Наталья Львовна, едва заглушив мотор, 	ринулась	 	из автомобиля и налетела на блондина	О. А. Славникова. Один в зеркале (1998)	О. А. Славникова	1957	Один в зеркале	1998	художественная	роман		О. А. Славникова, «Вальс с чудовищем», издательство «Вагриус», М., 2007	2007	книга	омонимия не снята	Наталья Львовна, едва заглушив мотор, ринулась из автомобиля и налетела на блондина, вразвалочку шедшего ей навстречу; пока она что-то втолковывала ему, тряся головой, блондин глядел на нее в упор, то медленнее, то быстрее работая ковшеобразной челюстью в такт ее темпераментным речам, словно вместе с резинкой пережевывая поступающую информацию.
На этот раз душевная боль 	ринулась	 	на приступ, и Антонову пришлось еще	О. А. Славникова. Один в зеркале (1998)	О. А. Славникова	1957	Один в зеркале	1998	художественная	роман		О. А. Славникова, «Вальс с чудовищем», издательство «Вагриус», М., 2007	2007	книга	омонимия не снята	На этот раз душевная боль ринулась на приступ, и Антонову пришлось еще немного посидеть в машине, крепко зажмурившись и усилием воли пытаясь стереть из-под век зеленоватый, слабо светящийся негатив, являвший, точно в приборе ночного видения, все тот же силуэт балкона и тощей фигуры, совершающей свои передвижения и выделения с замедленностью холоднокровной ящерицы.
поручив производство своим верным помощникам, он 	ринется	 	в политику; средства позволят ему раскрутить	Алексей Слаповский. День денег (1998)	Алексей Слаповский	1957	День денег	1998	художественная	роман		Слаповский А. День денег	2000	книга	омонимия не снята	в которой Парфен намеревался произнести речь о том, что хватит ему быть прислужником власти, пусть и ерничающим, над этой властью издевающимся; он, Парфен, как всякий русский человек, способен на многое, не на одну только устную и письменную болтовню, он эти деньги пустит в дело, уж ему-то известно, в какое именно дело можно пустить деньги; через год, нарастив капитал, он откроет дело собственное, через два расширит его и станет одним из самых крупных производителей Поволжья, он возьмется за то, за что сейчас боятся браться все: за тяжелое машиностроение, он будет поставлять на отечественный, а потом и зарубежный рынки первоклассные высокопроизводительные станки и автоматические линии, но это только первая ступень, далее, поручив производство своим верным помощникам, он ринется в политику; средства позволят ему раскрутить себя на всю страну, через три года он уже – виднейший политический деятель, руководитель им же созданной партии, она будет называться, например, Партия Единства Народа (ПЕН), к очередным президентским выборам он станет всем очевидной главной кандидатурой на пост президента, и Парфен уже оттуда, с высот того будущего, усмешливо взирал на убогое свое недавнее прошлое с сухопарой женой-интеллектуалкой, е. е. м.
И он 	ринулся	 	куда-то, а Писатель и Змей поспешили	Алексей Слаповский. День денег (1998)	Алексей Слаповский	1957	День денег	1998	художественная	роман		Слаповский А. День денег	2000	книга	омонимия не снята	И он ринулся куда-то, а Писатель и Змей поспешили за ним, почему-то сразу и безоговорочно поверив, что именно Парфен, человек дела и политики, сумеет вернуть деньги.
не к ночи будь помянут) боевике, 	ринулся	 	к привратному менту, чтобы выпотрошить его	Алексей Слаповский. День денег (1998)	Алексей Слаповский	1957	День денег	1998	художественная	роман		Слаповский А. День денег	2000	книга	омонимия не снята	Вместо того чтобы вихрь двух тел, как в голливудском (не к ночи будь помянут) боевике, ринулся к привратному менту, чтобы выпотрошить его, подлюку, и дознаться, куда делся Змей, взвихрились потоки не телесные, а мыслительные.
Многие 	ринулись	 	в дворянство.	Фазиль Искандер. Поэт // «Новый Мир», 1998	Фазиль Искандер	1929	Поэт	1998	художественная	повесть		«Новый Мир»	1998	журнал	омонимия не снята	Многие ринулись в дворянство.
и, не заглядывая туда, 	ринулся	 	за ней.	Фазиль Искандер. Поэт // «Новый Мир», 1998	Фазиль Искандер	1929	Поэт	1998	художественная	повесть		«Новый Мир»	1998	журнал	омонимия не снята	и, не заглядывая туда, ринулся за ней.
Он 	ринулся	 	в соседний подъезд.	Сергей Шикера. Стень (1998) // «Волга», 2009	Сергей Шикера	1957	Стень	1998	художественная	роман		«Волга»	2009	журнал	омонимия не снята	Он ринулся в соседний подъезд.
Двери трамвая, к которому он 	ринулся	, 	закрылись перед самим его носом, но	Сергей Шикера. Стень (1998) // «Волга», 2009	Сергей Шикера	1957	Стень	1998	художественная	роман		«Волга»	2009	журнал	омонимия не снята	Двери трамвая, к которому он ринулся, закрылись перед самим его носом, но он продолжал стоять у самой подножки, смиренно рассчитывая на милость вагоновожатого.
Следом за ним туда же 	ринулась	 	жена Виктора и отчаянно замесила кулаками.	Сергей Шикера. Стень (1998) // «Волга», 2009	Сергей Шикера	1957	Стень	1998	художественная	роман		«Волга»	2009	журнал	омонимия не снята	Следом за ним туда же ринулась жена Виктора и отчаянно замесила кулаками.
Тимницын, не раздумывая, 	ринулся	 	на другую половину; оставив без внимания	Сергей Шикера. Стень (1998) // «Волга», 2009	Сергей Шикера	1957	Стень	1998	художественная	роман		«Волга»	2009	журнал	омонимия не снята	Тимницын, не раздумывая, ринулся на другую половину; оставив без внимания стол с переплетным инструментом, устремился ко второму, письменному.
на кровать очередную карамельку, а сама 	ринулась	 	на кухню, где что-то полилось, зашипело.	Сергей Шикера. Стень (1998) // «Волга», 2009	Сергей Шикера	1957	Стень	1998	художественная	роман		«Волга»	2009	журнал	омонимия не снята	Окликнув уродца, жена Навроцкого бросила к нему на кровать очередную карамельку, а сама ринулась на кухню, где что-то полилось, зашипело.
Первыми 	ринулись	 	кто куда как раз сами поэты	Сергей Шикера. Стень (1998) // «Волга», 2009	Сергей Шикера	1957	Стень	1998	художественная	роман		«Волга»	2009	журнал	омонимия не снята	Первыми ринулись кто куда как раз сами поэты и художники: в сторожа, садовники, карманники, один даже пошел, ненадолго, правда, в милицию, тут уж каждый изгалялся, как мог, стало просто модным пойти поработать полгода продавцом, например, или маляром...
Холодный, заждавшийся ветер 	ринулся	 	прямиком к письменному столу, жадно зашуршал	Сергей Шикера. Стень (1998) // «Волга», 2009	Сергей Шикера	1957	Стень	1998	художественная	роман		«Волга»	2009	журнал	омонимия не снята	Холодный, заждавшийся ветер ринулся прямиком к письменному столу, жадно зашуршал бумагами.
Тимницын весело 	ринулся	 	к ней и повалил на кровать.	Сергей Шикера. Стень (1998) // «Волга», 2009	Сергей Шикера	1957	Стень	1998	художественная	роман		«Волга»	2009	журнал	омонимия не снята	Тимницын весело ринулся к ней и повалил на кровать.
Илья с трудом сдерживался, чтобы не 	ринуться	 	в раскрывавшиеся перед ним двери.	Сергей Шикера. Стень (1998) // «Волга», 2009	Сергей Шикера	1957	Стень	1998	художественная	роман		«Волга»	2009	журнал	омонимия не снята	На каждой остановке Илья с трудом сдерживался, чтобы не ринуться в раскрывавшиеся перед ним двери.
и мы под водой; вот, кажется, 	ринулись	 	на дно.	Александр Шумилов. Последний рейс «Руслана» // «Знание - сила», 1998	Александр Шумилов		Последний рейс «Руслана»	1998	публицистика	статья	история | путешествия	«Знание - сила»	1998	журнал	омонимия не снята	Взлет, потом падение в пропасть, и мы под водой; вот, кажется, ринулись на дно.
Мы 	ринулись	 	к выходу, но в этот момент	Анатолий Найман. Любовный интерес (1998-1999)	Анатолий Найман	1936	Любовный интерес	1998-1999	художественная	повесть		Найман А. Любовный интерес	2000	книга	омонимия не снята	Мы ринулись к выходу, но в этот момент из коридора вышел еще один милицейский чин – поддерживая под локоток даму и до некоторой степени любезничая с ней – оба посмеивались.
сгинут они без следа, и не 	ринуться	 	им уже во веки веков на	Марина Палей. Long Distance, или Славянский акцент (1998-1999)	Марина Палей	1955	Long Distance, или Славянский акцент	1998-1999	художественная	повесть		Палей М. Long Distance, или Славянский акцент	2000	книга	омонимия не снята	И вслед за картавым, по-петербургски влажным мурлыканьем Вертинского, только что вынырнувшего из Леты и вновь туда возвращенного, в нее повалятся и утесовские вальсы-танго-фокстротики, и лещенковские блины, и все его Дуни, Насти-Настеньки, мои-Маши и мои-Марусечки, а их всех заглушит, задавит, сотрет в порошок и тоже сгинет в могиле этого тысячелетия роскошный баритон Теннеси Эрни Форда, все его мужские, бомбардирующие, рвущие душу шест-надцать тонн, под мощные удары которых, под этот с ума сводящий ритм нездешних улыбок, слез и объятий, – всей правотой новомодных подошв проламывая потолки нижних соседей, – вкусят свою краткую юность бесстрашные мотыльки в брюках-дудочках и плащиках-болоньях, и не будет их больше никогда, и сгинут они без следа, и не ринуться им уже во веки веков на огонь любовной лихорадки, на все эти, сладким электричеством бьющие («Never know how much I love you...» 
Точнее сказать, она 	ринулась	 	было бежать по лестнице, но в	Марина Палей. Long Distance, или Славянский акцент (1998-1999)	Марина Палей	1955	Long Distance, или Славянский акцент	1998-1999	художественная	повесть		Палей М. Long Distance, или Славянский акцент	2000	книга	омонимия не снята	Точнее сказать, она ринулась было бежать по лестнице, но в середине ее на лету перемахнула через перила и, спрыгнув на пол, застыла на некоторой дистанции от глядящего на нее человека.
в образовавшийся пролом Собачьей клетки 	ринулись	 	обезумевшие от страха и злости Собаки!..	Владимир Кунин. Кыся (1998-2000)	Владимир Кунин	1927	Кыся	1998-2000	художественная	роман				книга	омонимия не снята	в образовавшийся пролом Собачьей клетки ринулись обезумевшие от страха и злости Собаки!..
– 	ринулся	 	я в атаку.	Вальтер Запашный. Риск. Борьба. Любовь (1998-2004)	Вальтер Запашный	1928	Риск. Борьба. Любовь	1998-2004	публицистика	мемуары		Вальтер Запашный. Риск. Борьба. Любовь	2004	книга	омонимия не снята	ринулся я в атаку.
сторону, прежде чем уссурийка приземлилась и 	ринулась	 	на Жанну.	Вальтер Запашный. Риск. Борьба. Любовь (1998-2004)	Вальтер Запашный	1928	Риск. Борьба. Любовь	1998-2004	публицистика	мемуары		Вальтер Запашный. Риск. Борьба. Любовь	2004	книга	омонимия не снята	Я едва успел отскочить в сторону, прежде чем уссурийка приземлилась и ринулась на Жанну.
Я 	ринулся	 	на манеж.	Вальтер Запашный. Риск. Борьба. Любовь (1998-2004)	Вальтер Запашный	1928	Риск. Борьба. Любовь	1998-2004	публицистика	мемуары		Вальтер Запашный. Риск. Борьба. Любовь	2004	книга	омонимия не снята	Я ринулся на манеж.
Забыв обо всем, Султан 	ринулся	 	в атаку.	Вальтер Запашный. Риск. Борьба. Любовь (1998-2004)	Вальтер Запашный	1928	Риск. Борьба. Любовь	1998-2004	публицистика	мемуары		Вальтер Запашный. Риск. Борьба. Любовь	2004	книга	омонимия не снята	Забыв обо всем, Султан ринулся в атаку.
в тощие плечи, блондин, опасливо озираясь, 	ринулся	 	к выходу.	Вальтер Запашный. Риск. Борьба. Любовь (1998-2004)	Вальтер Запашный	1928	Риск. Борьба. Любовь	1998-2004	публицистика	мемуары		Вальтер Запашный. Риск. Борьба. Любовь	2004	книга	омонимия не снята	Втянув голову в тощие плечи, блондин, опасливо озираясь, ринулся к выходу.
Огненная змейка 	ринулась	 	в комнату.	Михаил Гиголашвили. Экобаба и дикарь (1998-2007) // «Зарубежные записки», 2009	Михаил Гиголашвили	1954	Экобаба и дикарь	1998-2007	художественная	повесть		«Зарубежные записки»	2009	журнал	омонимия не снята	Огненная змейка ринулась в комнату.
Потом 	ринулся	 	к сдвоенным розеткам на стене (“черные	Михаил Гиголашвили. Экобаба и дикарь (1998-2007) // «Зарубежные записки», 2009	Михаил Гиголашвили	1954	Экобаба и дикарь	1998-2007	художественная	повесть		«Зарубежные записки»	2009	журнал	омонимия не снята	Потом ринулся к сдвоенным розеткам на стене (“черные глаза”).
застыли на долю секунды и вдруг 	ринулись	 	вниз – прямо на батарею.	Николай Амосов. Голоса времен (1999)	Николай Амосов	1913	Голоса времен	1999	публицистика	автобиография		Николай Амосов. «Голоса времён»	1999	книга	омонимия не снята	Вот три передних самолета странно повернулись на крыло, застыли на долю секунды и вдруг ринулись вниз – прямо на батарею.
сержанты, прапорщики, не теряя ни секунды, 	ринулись	 	в четвертый корпус самого крупного вуза	А. Артамонов. Противопожарная служба Ижевска спасла от огня учебный корпус Удмуртского университета (1999)	А. Артамонов	1935	Противопожарная служба Ижевска спасла от огня учебный корпус Удмуртского университета	1999	публицистика	заметка	происшествия	А. Артамонов. Дневник репортера	2006	книга	омонимия не снята	Командиры, сержанты, прапорщики, не теряя ни секунды, ринулись в четвертый корпус самого крупного вуза республики.
иль еще по чему узнавал меня, 	ринется	, 	бывало, палкой стуча, палка-то фигуристая	Виктор Астафьев. Затеси // «Новый Мир», 1999	Виктор Астафьев	1924	Затеси	1999	публицистика	мемуары		«Новый Мир»	1999	журнал	омонимия не снята	Под конец жизни видел он совсем худо, но как-то по голосу иль еще по чему узнавал меня, ринется, бывало, палкой стуча, палка-то фигуристая, тоже как бы поэтическая, обнимет и скажет: «Рад тебя видеть, Витя!» 
голосом министра обороны Грачева приказала Кондратьеву 	ринуться	 	в самое пекло бесконечного грузино-абхазского конфликта.	Виктор Баранец. Генштаб без тайн. Книга 1 (1999)	Виктор Баранец	1945-1950	Генштаб без тайн. Книга 1	1999	публицистика	мемуары		Виктор Баранец. Генштаб без тайн. Книга 1	1999	книга	омонимия не снята	Летом 94-го, будто в насмешку, злодейка-судьба голосом министра обороны Грачева приказала Кондратьеву ринуться в самое пекло бесконечного грузино-абхазского конфликта.
Парламентская делегация 	ринулась	 	в Косово.	Виктор Баранец. Генштаб без тайн. Книга 2 (1999)	Виктор Баранец	1945-1950	Генштаб без тайн. Книга 2	1999	публицистика	мемуары		Виктор Баранец. Генштаб без тайн. Книга 2	1999	книга	омонимия не снята	Парламентская делегация ринулась в Косово.
Военные «герои августовской революции» дружно 	ринулись	 	под знамена победившей стороны, в объятия	Виктор Баранец. Генштаб без тайн. Книга 2 (1999)	Виктор Баранец	1945-1950	Генштаб без тайн. Книга 2	1999	публицистика	мемуары		Виктор Баранец. Генштаб без тайн. Книга 2	1999	книга	омонимия не снята	Военные «герои августовской революции» дружно ринулись под знамена победившей стороны, в объятия российского президента, казалось напрочь забыв, что они, согласно уставу, обязаны до конца сохранять верность действующему Верховному Главнокомандующему.
Самые энергичные генералы- «погорельцы» 	ринулись	 	в политику, пробились в парламент и	Виктор Баранец. Генштаб без тайн. Книга 2 (1999)	Виктор Баранец	1945-1950	Генштаб без тайн. Книга 2	1999	публицистика	мемуары		Виктор Баранец. Генштаб без тайн. Книга 2	1999	книга	омонимия не снята	Самые энергичные генералы- «погорельцы» ринулись в политику, пробились в парламент и там «воюют» за спасение армии, время от времени обстреливая тяжелыми снарядами критики позиции Верховного Главнокомандующего.
общин», многие офицеры Минобороны и Генштаба 	ринулись	 	ему на помощь, связывая с фигурой	Виктор Баранец. Генштаб без тайн. Книга 2 (1999)	Виктор Баранец	1945-1950	Генштаб без тайн. Книга 2	1999	публицистика	мемуары		Виктор Баранец. Генштаб без тайн. Книга 2	1999	книга	омонимия не снята	Когда сформировался «Конгресс русских общин», многие офицеры Минобороны и Генштаба ринулись ему на помощь, связывая с фигурой популярного тогда Лебедя новые надежды на то, что под его водительством в тандеме со Скоковым «КРОкодилы» победно ворвутся в парламент, а там – чем черт не шутит – и в Кремль.
Если тысячи людей 	ринутся	 	к войсковым арсеналам, их ничем нельзя	Виктор Баранец. Генштаб без тайн. Книга 2 (1999)	Виктор Баранец	1945-1950	Генштаб без тайн. Книга 2	1999	публицистика	мемуары		Виктор Баранец. Генштаб без тайн. Книга 2	1999	книга	омонимия не снята	Если тысячи людей ринутся к войсковым арсеналам, их ничем нельзя будет остановить.
Сотни американских бизнесменов 	ринулись	 	в Россию на элитные предприятия нашего	Виктор Баранец. Генштаб без тайн. Книга 2 (1999)	Виктор Баранец	1945-1950	Генштаб без тайн. Книга 2	1999	публицистика	мемуары		Виктор Баранец. Генштаб без тайн. Книга 2	1999	книга	омонимия не снята	Сотни американских бизнесменов ринулись в Россию на элитные предприятия нашего ВПК.
И Резник 	ринулся	 	в атаку.	Виктор Баранец. Генштаб без тайн. Книга 2 (1999)	Виктор Баранец	1945-1950	Генштаб без тайн. Книга 2	1999	публицистика	мемуары		Виктор Баранец. Генштаб без тайн. Книга 2	1999	книга	омонимия не снята	И Резник ринулся в атаку.
Озабоченные толпы бодро 	ринулись	 	в атаку.	Андрей Белянин. Свирепый ландграф (1999)	Андрей Белянин	1967	Свирепый ландграф	1999	художественная	роман		Андрей Белянин. Свирепый ландграф	1999	книга	омонимия не снята	Озабоченные толпы бодро ринулись в атаку.
и, видя во мне факел перестройки, 	ринулся	 	наводить в стране порядок.	Андрей Белянин. Свирепый ландграф (1999)	Андрей Белянин	1967	Свирепый ландграф	1999	художественная	роман		Андрей Белянин. Свирепый ландграф	1999	книга	омонимия не снята	Народ обалдел от демократии и, видя во мне факел перестройки, ринулся наводить в стране порядок.
от беготни легких заорал я и 	ринулся	 	вперед.	Андрей Белянин. Свирепый ландграф (1999)	Андрей Белянин	1967	Свирепый ландграф	1999	художественная	роман		Андрей Белянин. Свирепый ландграф	1999	книга	омонимия не снята	во всю мощь горящих от беготни легких заорал я и ринулся вперед.
И со всей своей энергией они 	ринулись	 	эту новую жизнь строить.	Алексей Варламов. Ночь славянских фильмов // «Новый Мир», 1999	Алексей Варламов	1963	Ночь славянских фильмов	1999	художественная	рассказ		«Новый Мир»	1999	журнал	омонимия не снята	И со всей своей энергией они ринулись эту новую жизнь строить.
И что удивительно, заяц 	ринулся	, 	а Крупский при этом стоял и	Марина Вишневецкая. Вот такой гобелен (1999)	Марина Вишневецкая	1955	Вот такой гобелен	1999	художественная	повесть		Марина Вишневецкая. Увидеть дерево	1999	книга	омонимия не снята	И что удивительно, заяц ринулся, а Крупский при этом стоял и довольно пожевывал свои улыбающиеся усы.
пиджак, зажал под мышкой портфель и 	ринулся	 	к дверям.	Владимир Войнович. Замысел (1999)	Владимир Войнович	1932	Замысел	1999	художественная	роман		Владимир Войнович. Замысел	2000	книга	омонимия не снята	Мыркин нырнул в пиджак, зажал под мышкой портфель и ринулся к дверям.
В эту лазейку 	ринулись	 	многие, в том числе и В	Владимир Войнович. Замысел (1999)	Владимир Войнович	1932	Замысел	1999	художественная	роман		Владимир Войнович. Замысел	2000	книга	омонимия не снята	В эту лазейку ринулись многие, в том числе и В.В., который очень разочаровал руководство ПМС-12, не проработав там и двух месяцев.
Андрей 	ринулся	 	к павильону «Космос», но и там	Алексей Грачев. Ярый против видеопиратов (1999)	Алексей Грачев		Ярый против видеопиратов	1999	художественная	роман		Алексей Грачев. Ярый против видеопиратов	1999	книга	омонимия не снята	Андрей ринулся к павильону «Космос», но и там тоже палатки не было.
Выбраковщики дружно повскакали с мест и 	ринулись	 	к выходу из класса.	Олег Дивов. Выбраковка (1999)	Олег Дивов	1968	Выбраковка	1999	художественная	роман		Олег Дивов. Выбраковка	1999	книга	омонимия не снята	Выбраковщики дружно повскакали с мест и ринулись к выходу из класса.
трусах моего поколения, не знавшего плавок, 	ринулись	 	внутрь прохладно кипящего изумруда, растворенного в	Евгений Евтушенко. «Волчий паспорт» (1999)	Евгений Евтушенко	1933	«Волчий паспорт»	1999	публицистика	мемуары		Евгений Евтушенко. Волчий паспорт	1999	книга	омонимия не снята	Первый раз я увидел море еще в пятьдесят втором году, еще без моей любимой, когда мы с моим школьным товарищем восторженно выпрыгнули из раскаленного поезда Москва – Сухуми на разъезде у Туапсе, стянули прилипшие к телу рубахи и брюки и в доколенных черных сатиновых трусах моего поколения, не знавшего плавок, ринулись внутрь прохладно кипящего изумруда, растворенного в огромной чаше с необозримыми краями.
